x,y,z
0.0,0.06700000166893,0.3160000145435333
0.0,0.0280000008642673,0.1340000033378601
0.0,0.0320000015199184,0.1519999951124191
0.0,0.0410000011324882,0.2000000029802322
0.0,0.0199999995529651,0.096000000834465
-0.0010000000474974,0.0189999993890523,0.0979999974370002
-0.0010000000474974,0.0189999993890523,0.0920000001788139
0.0,0.0340000018477439,0.1650000065565109
0.0,0.0130000002682209,0.061999998986721
0.0,0.025000000372529,0.1129999980330467
0.0,0.0,-0.0040000001899898
-0.0010000000474974,0.0230000000447034,0.1059999987483024
-0.0020000000949949,0.0359999984502792,0.164000004529953
0.0,0.0120000001043081,0.0560000017285347
-0.0020000000949949,0.0350000001490116,0.1689999997615814
0.0,0.0160000007599592,0.0759999975562095
-0.7649999856948853,-2.9600000381469727,1.1890000104904177
-0.8899999856948853,-2.9719998836517334,1.0420000553131104
-0.8330000042915344,-2.884999990463257,1.184000015258789
-0.8600000143051147,-2.8410000801086426,1.2699999809265137
-0.7319999933242798,-2.782999992370605,1.3760000467300415
-0.6759999990463257,-2.947999954223633,1.5859999656677246
-0.640999972820282,-2.8340001106262207,1.3890000581741333
-0.7839999794960022,-2.8510000705718994,1.3450000286102295
-0.859000027179718,-2.921999931335449,1.305999994277954
-0.7889999747276306,-2.875999927520752,1.215000033378601
-0.7129999995231628,-2.740999937057495,1.2369999885559082
-0.5149999856948853,-2.8420000076293945,1.2380000352859497
-0.6140000224113464,-2.828000068664551,1.241000056266785
-0.625,-2.8299999237060547,1.2480000257492063
-0.7300000190734863,-2.6640000343322754,1.190999984741211
-0.6669999957084656,-2.5409998893737797,1.097000002861023
-0.6539999842643738,-2.450999975204468,1.1399999856948853
-0.578000009059906,-2.319999933242798,0.9959999918937684
-0.5910000205039978,-2.259000062942505,0.9660000205039978
-0.527999997138977,-2.1559998989105225,0.7910000085830688
-0.5600000023841858,-2.061000108718872,0.7950000166893005
-0.4650000035762787,-1.9359999895095823,0.8309999704360962
-0.3729999959468841,-1.9149999618530276,0.734000027179718
-0.395000010728836,-1.781000018119812,0.6050000190734863
-0.3580000102519989,-1.7200000286102295,0.6420000195503235
-0.25,-1.5729999542236328,0.6320000290870667
-0.2280000001192093,-1.4010000228881836,0.5450000166893005
-0.2849999964237213,-1.3389999866485596,0.4699999988079071
-0.2119999974966049,-1.2669999599456787,0.4149999916553497
-0.2440000027418136,-1.0829999446868896,0.4480000138282776
-0.2199999988079071,-0.9399999976158142,0.4950000047683716
-0.1759999990463256,-0.8840000033378601,0.4460000097751617
-0.1129999980330467,-0.8059999942779541,0.4390000104904175
